hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
"traditional","all-transactions","quarterly","MSA","Lafayette, LA","29180",2020,2,225.65,
"traditional","all-transactions","quarterly","MSA","Lafayette, LA","29180",2020,3,227.95,
"traditional","all-transactions","quarterly","MSA","Lafayette, LA","29180",2020,4,229.62,
"traditional","all-transactions","quarterly","MSA","Lafayette, LA","29180",2021,1,230.64,
"traditional","all-transactions","quarterly","MSA","Lafayette, LA","29180",2021,2,234.87,
"traditional","all-transactions","quarterly","MSA","Lafayette, LA","29180",2021,3,245.35,
"traditional","all-transactions","quarterly","MSA","Lafayette, LA","29180",2021,4,249.07,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1985,1,61.62,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1985,2,58.91,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1985,3,60.55,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1985,4,61.34,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1986,1,60.75,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1986,2,62.34,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1986,3,63.36,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1986,4,64.21,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1987,1,65.19,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1987,2,67.00,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1987,3,69.37,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1987,4,70.01,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1988,1,70.43,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1988,2,70.89,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1988,3,73.25,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1988,4,73.98,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1989,1,74.50,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1989,2,75.45,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1989,3,78.32,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1989,4,77.44,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1990,1,78.43,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1990,2,78.91,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1990,3,81.72,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1990,4,83.77,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1991,1,83.06,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1991,2,83.23,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1991,3,85.33,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1991,4,86.27,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1992,1,86.91,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1992,2,87.89,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1992,3,89.19,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1992,4,90.16,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1993,1,90.76,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1993,2,91.13,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1993,3,92.17,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1993,4,93.17,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1994,1,94.20,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1994,2,97.51,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1994,3,97.96,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1994,4,97.86,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1995,1,100.00,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1995,2,101.15,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1995,3,101.70,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1995,4,103.23,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1996,1,105.25,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1996,2,105.76,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1996,3,106.52,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1996,4,107.31,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1997,1,108.79,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1997,2,109.19,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1997,3,111.14,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1997,4,111.38,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1998,1,112.28,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1998,2,113.38,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1998,3,114.40,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1998,4,114.76,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1999,1,116.75,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1999,2,116.70,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1999,3,115.65,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",1999,4,116.77,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2000,1,118.03,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2000,2,117.91,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2000,3,119.74,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2000,4,120.34,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2001,1,121.76,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2001,2,123.04,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2001,3,124.01,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2001,4,124.55,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2002,1,125.35,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2002,2,125.07,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2002,3,126.10,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2002,4,126.31,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2003,1,126.96,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2003,2,127.46,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2003,3,128.18,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2003,4,127.65,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2004,1,130.00,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2004,2,128.26,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2004,3,129.58,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2004,4,130.52,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2005,1,129.57,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2005,2,129.17,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2005,3,130.33,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2005,4,132.20,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2006,1,129.83,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2006,2,129.78,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2006,3,131.07,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2006,4,131.50,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2007,1,132.85,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2007,2,130.34,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2007,3,130.84,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2007,4,130.62,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2008,1,132.72,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2008,2,130.60,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2008,3,130.19,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2008,4,130.47,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2009,1,131.33,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2009,2,132.11,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2009,3,131.62,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2009,4,130.94,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2010,1,129.45,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2010,2,128.79,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2010,3,130.20,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2010,4,131.29,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2011,1,127.32,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2011,2,127.47,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2011,3,128.55,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2011,4,128.16,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2012,1,128.12,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2012,2,127.95,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2012,3,129.46,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2012,4,130.21,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2013,1,130.49,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2013,2,130.14,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2013,3,131.31,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2013,4,130.60,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2014,1,130.80,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2014,2,132.34,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2014,3,132.51,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2014,4,134.12,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2015,1,137.11,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2015,2,139.80,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2015,3,138.83,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2015,4,142.55,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2016,1,141.08,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2016,2,141.89,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2016,3,143.54,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2016,4,146.78,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2017,1,145.49,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2017,2,151.63,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2017,3,152.68,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2017,4,154.81,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2018,1,153.98,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2018,2,160.08,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2018,3,161.90,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2018,4,164.34,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2019,1,165.54,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2019,2,170.12,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2019,3,170.23,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2019,4,174.38,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2020,1,174.61,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2020,2,177.06,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2020,3,180.47,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2020,4,184.47,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2021,1,189.44,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2021,2,200.05,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2021,3,211.13,
"traditional","all-transactions","quarterly","MSA","Lafayette-West Lafayette, IN","29200",2021,4,218.25,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1988,2,77.21,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1988,3,84.75,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1988,4,82.33,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1989,1,79.88,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1989,2,78.50,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1989,3,84.91,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1989,4,89.96,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1990,1,85.42,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1990,2,86.66,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1990,3,84.65,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1990,4,83.91,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1991,1,86.52,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1991,2,88.19,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1991,3,86.96,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1991,4,86.45,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1992,1,87.20,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1992,2,86.43,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1992,3,86.88,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1992,4,89.29,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1993,1,89.74,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1993,2,91.74,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1993,3,91.27,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1993,4,93.19,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1994,1,93.05,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1994,2,95.33,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1994,3,96.91,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1994,4,98.08,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1995,1,100.00,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1995,2,100.24,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1995,3,102.22,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1995,4,104.96,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1996,1,104.62,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1996,2,107.09,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1996,3,104.39,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1996,4,108.30,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1997,1,109.17,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1997,2,109.21,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1997,3,109.95,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1997,4,109.81,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1998,1,112.63,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1998,2,114.04,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1998,3,113.96,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1998,4,117.34,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1999,1,116.77,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1999,2,118.56,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1999,3,118.14,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",1999,4,117.86,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2000,1,119.49,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2000,2,117.77,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2000,3,119.66,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2000,4,119.13,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2001,1,123.97,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2001,2,123.88,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2001,3,125.89,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2001,4,126.56,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2002,1,125.11,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2002,2,124.91,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2002,3,128.69,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2002,4,131.24,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2003,1,130.73,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2003,2,133.27,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2003,3,133.31,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2003,4,134.05,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2004,1,136.46,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2004,2,138.68,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2004,3,136.88,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2004,4,139.29,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2005,1,141.05,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2005,2,142.92,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2005,3,147.37,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2005,4,151.31,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2006,1,153.03,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2006,2,162.28,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2006,3,164.12,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2006,4,167.77,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2007,1,168.23,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2007,2,170.45,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2007,3,173.88,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2007,4,171.96,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2008,1,175.22,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2008,2,174.65,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2008,3,176.79,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2008,4,173.92,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2009,1,177.35,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2009,2,178.97,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2009,3,176.36,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2009,4,177.19,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2010,1,175.57,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2010,2,175.72,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2010,3,176.90,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2010,4,175.93,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2011,1,179.26,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2011,2,173.43,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2011,3,172.87,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2011,4,176.17,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2012,1,174.02,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2012,2,173.47,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2012,3,179.37,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2012,4,179.64,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2013,1,176.34,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2013,2,181.66,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2013,3,183.70,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2013,4,181.26,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2014,1,188.11,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2014,2,188.89,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2014,3,192.78,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2014,4,194.31,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2015,1,195.15,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2015,2,195.88,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2015,3,201.61,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2015,4,203.25,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2016,1,202.20,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2016,2,211.85,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2016,3,212.87,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2016,4,215.23,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2017,1,213.59,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2017,2,217.09,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2017,3,216.44,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2017,4,219.94,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2018,1,223.76,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2018,2,221.91,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2018,3,223.94,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2018,4,223.98,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2019,1,226.72,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2019,2,227.96,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2019,3,225.93,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2019,4,231.17,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2020,1,232.37,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2020,2,233.91,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2020,3,231.39,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2020,4,233.17,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2021,1,240.13,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2021,2,241.20,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2021,3,250.98,
"traditional","all-transactions","quarterly","MSA","Lake Charles, LA","29340",2021,4,255.11,
"traditional","all-transactions","quarterly","MSA","Lake County-Kenosha County, IL-WI (MSAD)","29404",1977,4,39.29,
"traditional","all-transactions","quarterly","MSA","Lake County-Kenosha County, IL-WI (MSAD)","29404",1978,1,43.10,
"traditional","all-transactions","quarterly","MSA","Lake County-Kenosha County, IL-WI (MSAD)","29404",1978,2,44.28,
"traditional","all-transactions","quarterly","MSA","Lake County-Kenosha County, IL-WI (MSAD)","29404",1978,3,45.76,
"traditional","all-transactions","quarterly","MSA","Lake County-Kenosha County, IL-WI (MSAD)","29404",1978,4,45.31,
"traditional","all-transactions","quarterly","MSA","Lake County-Kenosha County, IL-WI (MSAD)","29404",1979,1,43.88,
"traditional","all-transactions","quarterly","MSA","Lake County-Kenosha County, IL-WI (MSAD)","29404",1979,2,46.73,
"traditional","all-transactions","quarterly","MSA","Lake County-Kenosha County, IL-WI (MSAD)","29404",1979,3,45.22,
"traditional","all-transactions","quarterly","MSA","Lake County-Kenosha County, IL-WI (MSAD)","29404",1979,4,46.35,
"traditional","all-transactions","quarterly","MSA","Lake County-Kenosha County, IL-WI (MSAD)","29404",1980,1,44.92,
