Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,1090.050048828125,1092.25,1075.550048828125,1076.6500244140625,909.7110595703125,529952
2014-01-02,1083.0,1094.5,1078.074951171875,1083.5,915.4990234375,1726948
2014-01-03,1082.3499755859375,1114.550048828125,1073.625,1111.0999755859375,938.8194580078125,2618174
2014-01-06,1114.5,1122.0,1098.5,1119.800048828125,946.1707153320312,2311810
2014-01-07,1120.0,1128.2249755859375,1099.5,1103.074951171875,932.0389404296875,2897486
2014-01-08,1106.0,1122.0,1105.0,1116.324951171875,943.2340087890625,2550020
2014-01-09,1114.375,1127.75,1111.050048828125,1120.9749755859375,947.163330078125,2582206
2014-01-10,1130.0,1154.9000244140625,1117.5,1140.449951171875,963.6185302734375,3369334
2014-01-13,1142.5,1192.0,1142.5,1184.375,1000.7327270507812,3814316
2014-01-14,1186.0,1192.4000244140625,1160.0,1163.375,982.9888916015625,2974964
2014-01-15,1171.2249755859375,1189.0999755859375,1163.5,1176.800048828125,994.3324584960938,3048854
2014-01-16,1190.0,1190.050048828125,1162.5,1175.1500244140625,992.9381713867188,2997962
2014-01-17,1149.0,1149.0,1103.0250244140625,1106.5250244140625,934.9537963867188,7564756
2014-01-20,1109.4749755859375,1175.0,1107.75,1169.0999755859375,987.8264770507812,6010558
2014-01-21,1167.0,1169.625,1137.550048828125,1140.1500244140625,963.3651733398438,3132282
2014-01-22,1143.550048828125,1148.425048828125,1132.050048828125,1137.0250244140625,960.7249145507812,2384030
2014-01-23,1134.050048828125,1138.3499755859375,1118.6500244140625,1126.2249755859375,951.5991821289062,2290762
2014-01-24,1122.0,1141.625,1117.5,1124.3499755859375,950.0150146484375,1850266
2014-01-27,1113.0,1129.75,1110.050048828125,1114.800048828125,943.6243286132812,2532948
2014-01-28,1116.0,1123.925048828125,1098.050048828125,1106.175048828125,936.32373046875,2852166
2014-01-29,1120.0,1120.0,1102.5,1104.9000244140625,935.2442626953125,1698076
2014-01-30,1099.0250244140625,1113.5,1095.0,1108.800048828125,938.545166015625,2225250
2014-01-31,1112.550048828125,1134.9000244140625,1110.5,1120.5250244140625,948.4702758789062,2174246
2014-02-03,1111.0,1122.125,1095.4000244140625,1097.2249755859375,928.7474975585938,1362480
2014-02-04,1087.0,1087.5,1056.0250244140625,1075.675048828125,910.507080078125,2694166
2014-02-05,1081.9000244140625,1100.0,1070.0,1097.199951171875,928.7268676757812,1853650
2014-02-06,1090.0,1094.949951171875,1072.5,1087.625,920.6220703125,1922652
2014-02-07,1095.0,1097.5,1065.5,1072.199951171875,907.5655517578125,1990912
2014-02-10,1072.0,1072.0,1042.550048828125,1046.7750244140625,886.0444946289062,4019270
2014-02-11,1050.0,1063.25,1048.0,1050.8499755859375,889.4937744140625,3568786
2014-02-12,1059.0,1061.800048828125,1047.5,1052.7249755859375,891.0805053710938,3074348
2014-02-13,1053.5,1069.199951171875,1048.25,1066.875,903.0581665039062,2094350
2014-02-14,1068.949951171875,1092.375,1064.050048828125,1083.949951171875,917.5110473632812,1910062
2014-02-17,1080.0,1093.0,1073.5999755859375,1082.699951171875,916.4531860351562,1670394
2014-02-18,1082.5,1095.5,1077.925048828125,1083.0,916.7071533203125,1526916
2014-02-19,1085.0,1107.5,1081.125,1098.9749755859375,930.22900390625,1072918
2014-02-20,1103.0,1111.0,1091.4000244140625,1094.675048828125,926.589599609375,1587924
2014-02-21,1099.0,1106.5,1095.375,1102.8499755859375,933.5089111328125,1717860
2014-02-24,1102.0,1102.625,1085.050048828125,1088.949951171875,921.7431030273438,2450424
2014-02-25,1094.5,1099.75,1090.0,1094.449951171875,926.399169921875,3305374
2014-02-26,1097.0,1097.5,1088.574951171875,1091.074951171875,923.542236328125,3859712
2014-02-28,1080.5,1140.0,1080.074951171875,1137.875,963.1561279296875,3988192
2014-03-03,1135.9000244140625,1149.5,1114.0,1120.0250244140625,948.0469360351562,1606078
2014-03-04,1116.5999755859375,1127.0,1112.0,1120.324951171875,948.3008422851562,2030332
2014-03-05,1127.425048828125,1143.125,1121.2750244140625,1125.949951171875,953.0618286132812,2302006
2014-03-06,1126.425048828125,1130.0,1116.074951171875,1120.375,948.3431396484375,1314562
2014-03-07,1122.75,1125.0250244140625,1076.4000244140625,1114.25,943.1588745117188,4698472
2014-03-10,1114.050048828125,1114.25,1067.5,1071.324951171875,906.8247680664062,3829768
2014-03-11,1077.5,1088.824951171875,1061.0,1075.824951171875,910.6336669921875,2550254
2014-03-12,1076.5,1094.875,1076.5,1089.7249755859375,922.3992309570312,1669788
2014-03-13,1074.0250244140625,1101.0,1068.425048828125,1074.7750244140625,909.7449340820312,2019884
2014-03-14,1070.5,1080.25,1062.1500244140625,1069.7750244140625,905.5127563476562,2161246
2014-03-18,1067.75,1075.9000244140625,1052.125,1061.0,898.0848388671875,2565842
2014-03-19,1037.5,1037.5,1006.5250244140625,1019.7000122070312,863.1265869140625,8652662
2014-03-20,1019.0,1061.449951171875,1005.7000122070312,1054.0999755859375,892.2447509765625,5728956
2014-03-21,1062.5,1072.5,1042.5,1063.5,900.2010498046875,4680776
2014-03-24,1068.4749755859375,1078.9749755859375,1063.074951171875,1076.300048828125,911.0359497070312,2183014
2014-03-25,1072.0,1086.0,1065.0,1073.324951171875,908.5176391601562,2249968
2014-03-26,1074.0250244140625,1079.25,1043.7750244140625,1046.75,886.0234985351562,3192350
2014-03-27,1050.4749755859375,1057.5,1032.5250244140625,1047.125,886.3405151367188,5012476
2014-03-28,1048.5,1061.425048828125,1040.0250244140625,1051.050048828125,889.662841796875,2971162
2014-03-31,1052.0,1072.4749755859375,1041.0,1066.574951171875,902.80419921875,2683268
2014-04-01,1072.5,1092.5,1072.449951171875,1088.3499755859375,921.235595703125,2755932
2014-04-02,1095.0,1101.0,1080.5250244140625,1086.125,919.3521728515625,3763016
2014-04-03,1086.425048828125,1091.0,1073.800048828125,1083.25,916.918701171875,1581194
2014-04-04,1086.0,1093.5,1065.0,1069.425048828125,905.216552734375,1694656
2014-04-07,1065.050048828125,1082.9749755859375,1060.3499755859375,1076.9000244140625,911.5436401367188,2594986
